"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"A6XRFI8M","journalArticle","2011","DeCaro, Marci S.; Thomas, Robin D.; Albert, Neil B.; Beilock, Sian L.","Choking Under Pressure: Multiple Routes to Skill Failure","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL","","0096-3445","10.1037/a0023466","","Poor performance in pressure-filled situations, or ""choking under pressure,"" has largely been explained by two different classes of theories. Distraction theories propose that choking occurs because attention needed to perform the task at hand is coopted by task-irrelevant thoughts and worries. Explicit monitoring theories claim essentially the opposite that pressure prompts individuals to attend closely to skill processes in a manner that disrupts execution. Although both mechanisms have been shown to occur in certain contexts, it is unclear when distraction and/or explicit monitoring will ultimately impact performance. The authors propose that aspects of the pressure situation itself can lead to distraction and/or explicit monitoring, differentially harming skills that rely more or less on working memory and attentional control. In Experiments 1-2, it is shown that pressure that induces distraction (involving performance-contingent outcomes) hurts rule-based category learning heavily dependent on attentional control. In contrast, pressure that induces explicit monitoring of performance (monitoring by others) hurts information-integration category learning thought to run best without heavy demands on working memory and attentional control. In Experiment 3, the authors leverage knowledge about how specific types of pressure impact performance to design interventions to eliminate choking. Finally, in Experiment 4, the selective effects of monitoring-pressure are replicated in a different procedural-based task: the serial reaction time task. Skill failure (and success) depends in part on how the performance environment influences attention and the extent to which skill execution depends on explicit attentional control.","2011-08","2024-05-26 14:29:28","2024-05-26 14:29:28","2011-08-01","390-406","","3","140","","","","","","","","","","","","","","WOS:000293660900006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSDQ2ZTJ","journalArticle","2014","Normand, Alice; Bouquet, Cedric A.; Croizet, Jean-Claude","Does Evaluative Pressure Make You Less or More Distractible? Role of Top-Down Attentional Control Over Response Selection","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL","","0096-3445","10.1037/a0034985","","People's ability to resist cognitive distraction is crucial in many situations. The present research examines individuals' resistance to attentional distraction under conditions of evaluative pressure. In a series of 4 studies, participants had to complete various attentional tasks while believing their intelligence was or was not under the scrutiny of an experimenter. Using a spatial cuing paradigm, Studies 1 through 3 demonstrated that feeling evaluated led participants to implement stronger feature-based attentional control, which resulted in more (or less) distraction when irrelevant information matched (did not match) the searched-for target. Study 4 ruled out the possibility that the above effects were due to voluntary shifts of attention and demonstrated that the control settings implemented under evaluative pressure resulted in stronger goal-contingent response priming. Thus, the way individuals relate to the task-the performance context in which they are-induces strong attentional selection biases. Altogether, the present findings highlight an overlooked form of top-down modulation of attention based on performance self-relevance. Implications for both the current models of attentional control and the current hypotheses on the impact of evaluative pressure on cognition, as well as the consequences for more complex performances, are discussed.","2014-06","2024-05-26 14:29:28","2024-05-26 14:29:28","2014-06-01","1097-1111","","3","143","","","","","","","","","","","","","","WOS:000336786300015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CM56RD75","journalArticle","2015","Sinke, Christopher; Schmidt, Katharina; Forkmann, Katarina; Bingel, Ulrike","Phasic and tonic pain differentially impact the interruptive function of pain.","PloS one","","1932-6203","10.1371/journal.pone.0118363","","The interruptive effect of painful experimental stimulation on cognitive processes is a well-known phenomenon. This study investigated the influence of pain duration on the negative effects of pain on cognition. Thirty-four healthy volunteers performed a rapid serial visual presentation task (RSVP) in which subjects had to detect (visual detection task) and count the occurrence of a target letter (working memory task) in two separate sessions while being stimulated on the left volar forearm with either short (2 sec) or long (18 sec) painful heat stimuli of equal subjective intensity. The results show that subjects performed significantly worse in the long pain session as indexed by decreased detection and counting performance. Interestingly, this effect on performance was also observed during control trials of the long pain session in which participants did not receive any painful stimulation. Moreover, subjects expected long painful stimulation to have a greater impact on their performance and individual expectation correlated with working memory performance. These findings suggest that not only the length of painful stimulation but also its expected ability to impair cognitive functioning might influence the interruptive function of pain. The exact relevance of expectation for the detrimental effects of pain on cognitive processes needs to be explored in more detail in future studies.","2015","2024-05-26 14:29:28","2024-05-26 14:29:28","2015-04-09","e0118363-e0118363","","2","10","","","","","","","","","","","","","","MEDLINE:25695254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WP5WFXKH","journalArticle","2014","Furley, P.; Dicks, M.","""White men can't jump."" But can they throw? Social perception in European basketball","SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS","","0905-7188","10.1111/sms.12086","","In the present article, we investigate the influence of sociocultural stereotypes on the impression formation of basketball players and coaches. In Experiment 1 (n=32), participants were shown a picture of a black or white basketball player prior to observation of a point-light video of a player executing a basketball free throw. The participant was informed that the player depicted in the picture was executing the free throw. Results indicated that ethnicity of the target player significantly influenced participant evaluations, demonstrating specific stereotypes about black and white basketball players when evaluating performance. In Experiment 2 (n=30), results derived from the Implicit Association Test indicated that black players are implicitly associated with athletic player attributes. The results are in line with social schema theory and demonstrate that - similar to findings that have been reported in the United States - a subpopulation of German basketball players and coaches hold specific stereotypes about the abilities of black and white basketball athletes. These stereotypes bias impression formation when coaches and players make assessments of basketball performance.","2014-10","2024-05-26 14:29:28","2024-05-26 14:29:28","2014-11-05","857-867","","5","24","","","","","","","","","","","","","","WOS:000342743300025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5HTSHP4","journalArticle","2011","Elliot, Andrew J.; Payen, Vincent; Brisswalter, Jeanick; Cury, Francois; Thayer, Julian F.","A subtle threat cue, heart rate variability, and cognitive performance","PSYCHOPHYSIOLOGY","","0048-5772","10.1111/j.1469-8986.2011.01216.x","","This research was designed to extend the literature on heart rate variability (HRV) in cognitive performance contexts by examining whether a subtle threat cue (the color red) in a test environment influences HRV reactivity and whether HRV reactivity is associated with change in cognitive performance. Thirty-three participants took an IQ test, briefly viewed red or a chromatic or achromatic control color, and then took a parallel form of the IQ test. High frequency (HF)-HRV (often referred to as respiratory sinus arrhythmia), was assessed before and after the color manipulation. Results indicated that participants who viewed red (relative to a control color) exhibited a decrease in HF-HRV and that decreased HF-HRV was associated with worse IQ performance. These findings demonstrate the sensitivity of HRV as an index of effective and efficient emotion regulation in an achievement context.","2011-10","2024-05-26 14:29:28","2024-05-26 14:29:28","2011-10-12","1340-1345","","10","48","","","","","","","","","","","","","","WOS:000295054400003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9Z8AX3L","journalArticle","2015","Chrastil, Elizabeth R.; Warren, William H.","Active and Passive Spatial Learning in Human Navigation: Acquisition of Graph Knowledge","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION","","0278-7393","10.1037/xlm0000082","","It is known that active exploration of a new environment leads to better spatial learning than does passive visual exposure. We ask whether specific components of active learning differentially contribute to particular forms of spatial knowledge-the exploration-specific learning hypothesis. Previously, we found that idiothetic information during walking is the primary active contributor to metric survey knowledge (Chrastil & Warren, 2013). In this study, we test the contributions of 3 components to topological graph and route knowledge: visual information, idiothetic information, and cognitive decision making. Four groups of participants learned the locations of 8 objects in a virtual hedge maze by (a) walking or (b) watching a video, crossed with (1) either making decisions about their path or (2) being guided through the maze. Route and graph knowledge were assessed by walking in the maze corridors from a starting object to the remembered location of a test object, with frequent detours. Decision making during exploration significantly contributed to subsequent route finding in the walking condition, whereas idiothetic information did not. Participants took novel routes and the metrically shortest routes on the majority of both direct and barrier trials, indicating that labeled graph knowledge-not merely route knowledge-was acquired. We conclude that, consistent with the exploration-specific learning hypothesis, decision making is the primary component of active learning for the acquisition of topological graph knowledge, whereas idiothetic information is the primary component for metric survey knowledge.","2015-07","2024-05-26 14:29:29","2024-05-26 14:29:29","2015-07-01","1162-1178","","4","41","","","","","","","","","","","","","","WOS:000357528100018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QT2M34BW","journalArticle","2021","Wu, Rachel; Zhao, Jiaying; Cheung, Cecilia; Natsuaki, Misaki N.; Rebok, George W.; Strickland-Hughes, Carla M.","Learning as an Important Privilege: A Life Span Perspective with Implications for Successful Aging","HUMAN DEVELOPMENT","","0018-716X","10.1159/000514554","","Research has demonstrated the cognitive and mental health benefits of learning new skills and content across the life span, enhancing knowledge as well as cognitive performance. We argue that the importance of this learning - which is not available equally to all - goes beyond the cognitive and mental health benefits. Learning is important for not only the maintenance, but also enhancement of functional independence in a dynamic environment, such as changes induced by the COVID-19 pandemic and technological advances. Learning difficult skills and content is a privilege because the opportunities for learning are neither guaranteed nor universal, and it requires personal and social engagement, time, motivation, and societal support. This paper highlights the importance of considering learning new skills and content as an important privilege across the life span and argues that this privilege becomes increasingly exclusionary as individuals age, when social and infrastructural support for learning decreases. We highlight research on the potential positive and negative impacts of retirement, when accessibility to learning opportunities may vary, and research on learning barriers due to low expectations and limited resources from poverty. We conclude that addressing barriers to lifelong learning would advance theories on life span cognitive development and raise the bar for successful aging. In doing so, our society might imagine and achieve previously unrealized gains in life span cognitive development, through late adulthood.","2021-04","2024-05-26 14:29:29","2024-05-26 14:29:29","2021-03-21","51-64","","1","65","","","","","","","","","","","","","","WOS:000625248000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4UR8IFU","journalArticle","2012","Ramirez, Gerardo; Gunderson, Elizabeth A.; Levine, Susan C.; Beilock, Sian L.","Spatial anxiety relates to spatial abilities as a function of working memory in children","QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY","","1747-0218","10.1080/17470218.2011.616214","","Spatial ability is a strong predictor of students' pursuit of higher education in science and mathematics. However, very little is known about the affective factors that influence individual differences in spatial ability, particularly at a young age. We examine the role of spatial anxiety in young children's performance on a mental rotation task. We show that even at a young age, children report experiencing feelings of nervousness at the prospect of engaging in spatial activities. Moreover, we show that these feelings are associated with reduced mental rotation ability among students with high but not low working memory (WM). Interestingly, this WM x spatial anxiety interaction was only found among girls. We discuss these patterns of results in terms of the problem-solving strategies that boys versus girls use in solving mental rotation problems.","2012","2024-05-26 14:29:29","2024-05-26 14:29:29","2012-06-13","474-487","","3","65","","","","","","","","","","","","","","WOS:000304316200008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDFJ5NXY","journalArticle","2013","Stoet, Gijsbert; Geary, David C.","Sex Differences in Mathematics and Reading Achievement Are Inversely Related: Within- and Across-Nation Assessment of 10 Years of PISA Data","PLOS ONE","","1932-6203","10.1371/journal.pone.0057988","","We analyzed one decade of data collected by the Programme for International Student Assessment (PISA), including the mathematics and reading performance of nearly 1.5 million 15 year olds in 75 countries. Across nations, boys scored higher than girls in mathematics, but lower than girls in reading. The sex difference in reading was three times as large as in mathematics. There was considerable variation in the extent of the sex differences between nations. There are countries without a sex difference in mathematics performance, and in some countries girls scored higher than boys. Boys scored lower in reading in all nations in all four PISA assessments (2000, 2003, 2006, 2009). Contrary to several previous studies, we found no evidence that the sex differences were related to nations' gender equality indicators. Further, paradoxically, sex differences in mathematics were consistently and strongly inversely correlated with sex differences in reading: Countries with a smaller sex difference in mathematics had a larger sex difference in reading and vice versa. We demonstrate that this was not merely a between-nation, but also a within-nation effect. This effect is related to relative changes in these sex differences across the performance continuum: We did not find a sex difference in mathematics among the lowest performing students, but this is where the sex difference in reading was largest. In contrast, the sex difference in mathematics was largest among the higher performing students, and this is where the sex difference in reading was smallest. The implication is that if policy makers decide that changes in these sex differences are desired, different approaches will be needed to achieve this for reading and mathematics. Interventions that focus on high-achieving girls in mathematics and on low achieving boys in reading are likely to yield the strongest educational benefits.","2013-03-13","2024-05-26 14:29:29","2024-05-26 14:29:29","2013-03-13","","","3","8","","","","","","","","","","","","","","WOS:000316849200022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYXCCMGM","journalArticle","2015","Schwarz, Katharina A.; Buechel, Christian","Cognition and the Placebo Effect - Dissociating Subjective Perception and Actual Performance","PLOS ONE","","1932-6203","10.1371/journal.pone.0130492","","The influence of positive or negative expectations on clinical outcomes such as pain relief or motor performance in patients and healthy participants has been extensively investigated for years. Such research promises potential benefit for patient treatment by deliberately using expectations as means to stimulate endogenous regulation processes. Especially regarding recent interest and controversies revolving around cognitive enhancement, the question remains whether mere expectancies might also yield enhancing or impairing effects in the cognitive domain, i.e., can we improve or impair cognitive performance simply by creating a strong expectancy in participants about their performance? Moreover, previous literature suggests that especially subjective perception is highly susceptible to expectancy effects, whereas objective measures can be affected in certain domains, but not in others. Does such a dissociation of objective measures and subjective perception also apply to cognitive placebo and nocebo effects? In this study, we sought to investigate whether placebo and nocebo effects can be evoked in cognitive tasks, and whether these effects influence objective and subjective measures alike. To this end, we instructed participants about alleged effects of different tone frequencies (high, intermediate, low) on brain activity and cognitive functions. We paired each tone with specific success rates in a Flanker task paradigm as a preliminary conditioning procedure, adapted from research on placebo hypoalgesia. In a subsequent test phase, we measured reaction times and success rates in different expectancy conditions (placebo, nocebo, and control) and then asked participants how the different tone frequencies affected their performance. Interestingly, we found no effects of expectation on objective measures, but a strong effect on subjective perception, i.e., although actual performance was not affected by expectancy, participants strongly believed that the placebo tone frequency improved their performance.","2015-07-06","2024-05-26 14:29:29","2024-05-26 14:29:29","2015-08-17","","","7","10","","","","","","","","","","","","","","WOS:000358157600038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZLMU75VN","journalArticle","2006","Gimmig, David; Huguet, Pascal; Caverni, Jean-Paul; Cury, Francois","Choking under pressure and wording memory capacity: When performance pressure reduces fluid intelligence","PSYCHONOMIC BULLETIN & REVIEW","","1069-9384","10.3758/BF03213916","","Recent findings (Beflock & Carr, 2005) have demonstrated that only individuals with a high working memory capacity (WMC) ""choke under pressure"" on math problems with high working memory demands. This suggests that performance pressure hinders those who are the most qualified to succeed, because it consumes the WMC they usually rely on to achieve superior performance. This puts into question the use of performance in high-pressure situations as a means of distinguishing individuals with lesser or greater WMC potentials. While addressing several limitations of past research, we offer evidence that such choking (1) occurs only in individuals with high WMC, because of their anxiety-ridden perceptions of high-stakes situations, and (2) is not confined to tasks involving acquired skills and knowledge, but encompasses fluid reasoning abilities or intelligence (Gf). These findings have strong implications for assessments of people's intellectual capacities in academic, clinical, work, and research settings.","2006-12","2024-05-26 14:29:29","2024-05-26 14:29:29","2006-12-01","1005-1010","","6","13","","","","","","","","","","","","","","WOS:000245529200010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45WI2NBE","journalArticle","2016","Storage, Daniel; Horne, Zachary; Cimpian, Andrei; Leslie, Sarah-Jane","The Frequency of ""Brilliant"" and ""Genius"" in Teaching Evaluations Predicts the Representation of Women and African Americans across Fields","PLOS ONE","","1932-6203","10.1371/journal.pone.0150194","","Women and African Americans-groups targeted by negative stereotypes about their intellectual abilities-may be underrepresented in careers that prize brilliance and genius. A recent nationwide survey of academics provided initial support for this possibility. Fields whose practitioners believed that natural talent is crucial for success had fewer female and African American PhDs. The present study seeks to replicate this initial finding with a different, and arguably more naturalistic, measure of the extent to which brilliance and genius are prized within a field. Specifically, we measured field-by-field variability in the emphasis on these intellectual qualities by tallying-with the use of a recently released online tool-the frequency of the words ""brilliant"" and ""genius"" in over 14 million reviews on RateMyProfessors.com, a popular website where students can write anonymous evaluations of their instructors. This simple word count predicted both women's and African Americans' representation across the academic spectrum. That is, we found that fields in which the words ""brilliant"" and ""genius"" were used more frequently on RateMyProfessors. com also had fewer female and African American PhDs. Looking at an earlier stage in students' educational careers, we found that brilliance-focused fields also had fewer women and African Americans obtaining bachelor's degrees. These relationships held even when accounting for field-specific averages on standardized mathematics assessments, as well as several competing hypotheses concerning group differences in representation. The fact that this naturalistic measure of a field's focus on brilliance predicted the magnitude of its gender and race gaps speaks to the tight link between ability beliefs and diversity.","2016-03-03","2024-05-26 14:29:29","2024-05-26 14:29:29","2016-03-03","","","3","11","","","","","","","","","","","","","","WOS:000371735200061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKFGG6EP","journalArticle","2016","Pichora-Fuller, M. Kathleen","How Social Psychological Factors May Modulate Auditory and Cognitive Functioning During Listening","EAR AND HEARING","","0196-0202","10.1097/AUD.0000000000000323","","The framework for understanding effortful listening (FUEL) draws on psychological theories of cognition and motivation. In the present article, theories of social-cognitive psychology are related to the FUEL. Listening effort is defined in our consensus as the deliberate allocation of mental resources to overcome obstacles in goal pursuit when carrying out a task that involves listening. Listening effort depends not only on hearing difficulties and task demands but also on the listener's motivation to expend mental effort in challenging situations. Listeners' cost/benefit evaluations involve appraisals of listening demands, their own capacity, and the importance of listening goals. Social psychological factors can affect a listener's actual and self-perceived auditory and cognitive abilities, especially when those abilities may be insufficient to readily meet listening demands. Whether or not listeners experience stress depends not only on how demanding a situation is relative to their actual abilities but also on how they appraise their capacity to meet those demands. The self-perception or appraisal of one's abilities can be lowered by poor self-efficacy or negative stereotypes. Stress may affect performance in a given situation and chronic stress can have deleterious effects on many aspects of health, including auditory and cognitive functioning. Social support can offset demands and mitigate stress; however, the burden of providing support may stress the significant other. Some listeners cope by avoiding challenging situations and withdrawing from social participation. Extending the FUEL using social-cognitive psychological theories may provide valuable insights into how effortful listening could be reduced by adopting health-promoting approaches to rehabilitation.","2016-08","2024-05-26 14:29:29","2024-05-26 14:29:29","2016-07-01","92S-100S","","","37","","","","","","","","","","","","","","WOS:000379372100011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZNFDYRG","journalArticle","2011","Healey, M. Karl; Hasher, Lynn; Danilova, Elena","The Stability of Working Memory: Do Previous Tasks Influence Complex Span?","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL","","0096-3445","10.1037/a0024587","","Schmeichel (2007) reported that performing an initial task before completing a working memory span task can lower span scores and suggested that the effect was due to depleted cognitive resources. We showed that the detrimental effect of prior tasks depends on a match between the stimuli used in the span task and the preceding task. A task requiring participants to ignore words reduced performance on a subsequent word-based verbal span task but not on an arrow-based spatial span task. Ignoring arrows had the opposite pattern of effects: reducing performance on the spatial span task but not on the word-based span task. Finally, we showed that antisaccade, a nonverbal task that taxes domain-general processes implicated in working memory, did not influence subsequent performance of either a verbal or a spatial span task. Together these results suggest that while span is sensitive to prior tasks, that sensitivity does not stem from depleted resources.","2011-11","2024-05-26 14:29:29","2024-05-26 14:29:29","2011-12-07","573-585","","4","140","","","","","","","","","","","","","","WOS:000296913700003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMG484PS","journalArticle","1995","HYMAN, LINDA E","Summer Program in Neuroscience, Excellence and Success","","","","","","Project SummarySPINES, formerly known as the Summer Program in Neuroscience, Ethics and Survival, now known as theSummer Program in Neuroscience, Excellence and Success is a course and networking opportunity at theMarine Biological Laboratory (MBL) that runs concurrently with the summer Neurobiology and Neural Systemsand Behavior courses. The goal of SPINES is to increase the tenacity and success of underrepresentedminority (URM) groups in the neurosciences by creating role models and leaders committed to diversifying thescientific workforce. Measurable outcomes of this course will include significantly enhancing the impact ofhighly skilled neuroscientists from URM groups in research and academic endeavors. Thus, it is expected thatSPINES alumni will contribute to their scientific community by boosting creativity through the incorporation of agreater diversity perspectives, minds, and approaches. This highly interactive course offers students anintensive immersion experience that integrates in-depth networking and mentoring with best practices forprofessional development, and incorporates research training focused on strengthening quantitative analyticalskills in neuroscience. The course is specifically designed to advance individuals through: (a) acquiringeffective lifelong networking and mentoring connections that incorporate evidence-based approaches tonetworking, mentoring, and career best practices and (b) enhancing exposure to cutting-edge neuroscienceresearch and hands-on training in quantitative analysis skills. The aims are: 1) to introduce students to aninnovative multi-generational model of mentoring that provides student extended periods of time face to facewith successful URM scientist role models, including SPINES faculty and SPINES alumni; 2) to educatestudents in professional development best practices and strategies for success in science that focusspecifically on tenacity over time and through major hurdles, transitions and roadblocks; 3) to buildcompetence and understanding of issues related to persistence in research careers, especially for individualsfrom URM groups, including family and community demands, health disparities, committee and communityservice loads, stereotype threat, implicit bias, identity as a scientist, scientific self-efficacy, and the impostersyndrome; 4) provide intensive training in producing high rates of scholarly writing, experimental rigor andreproducibility, winning grants, delivering outstanding oral presentations, and scientific and academicleadership; 5) promote and assist SPINES scholars in establishing interdisciplinary or translationalcollaborations in order to foster a career trajectory towards highly cited independent neuroscience research; 6)expose trainees to leading edge neuroscience research presented by leading URM scientists and otherrenowned neuroscientists at MBL, especially as it relates to topics relevant to the strategic priorities of theNational Institute of Mental Health.","1995","2024-05-26 14:29:29","2024-05-26 14:29:29","2023-12-14","","","","","","","","","","","","","","","","","","GRANTS:15029175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XH7E5ZM","journalArticle","1995","HYMAN, LINDA E","Summer Program in Neuroscience, Excellence and Success","","","","","","Project SummarySPINES, formerly known as the Summer Program in Neuroscience, Ethics and Survival, now known as theSummer Program in Neuroscience, Excellence and Success is a course and networking opportunity at theMarine Biological Laboratory (MBL) that runs concurrently with the summer Neurobiology and Neural Systemsand Behavior courses. The goal of SPINES is to increase the tenacity and success of underrepresentedminority (URM) groups in the neurosciences by creating role models and leaders committed to diversifying thescientific workforce. Measurable outcomes of this course will include significantly enhancing the impact ofhighly skilled neuroscientists from URM groups in research and academic endeavors. Thus, it is expected thatSPINES alumni will contribute to their scientific community by boosting creativity through the incorporation of agreater diversity perspectives, minds, and approaches. This highly interactive course offers students anintensive immersion experience that integrates in-depth networking and mentoring with best practices forprofessional development, and incorporates research training focused on strengthening quantitative analyticalskills in neuroscience. The course is specifically designed to advance individuals through: (a) acquiringeffective lifelong networking and mentoring connections that incorporate evidence-based approaches tonetworking, mentoring, and career best practices and (b) enhancing exposure to cutting-edge neuroscienceresearch and hands-on training in quantitative analysis skills. The aims are: 1) to introduce students to aninnovative multi-generational model of mentoring that provides student extended periods of time face to facewith successful URM scientist role models, including SPINES faculty and SPINES alumni; 2) to educatestudents in professional development best practices and strategies for success in science that focusspecifically on tenacity over time and through major hurdles, transitions and roadblocks; 3) to buildcompetence and understanding of issues related to persistence in research careers, especially for individualsfrom URM groups, including family and community demands, health disparities, committee and communityservice loads, stereotype threat, implicit bias, identity as a scientist, scientific self-efficacy, and the impostersyndrome; 4) provide intensive training in producing high rates of scholarly writing, experimental rigor andreproducibility, winning grants, delivering outstanding oral presentations, and scientific and academicleadership; 5) promote and assist SPINES scholars in establishing interdisciplinary or translationalcollaborations in order to foster a career trajectory towards highly cited independent neuroscience research; 6)expose trainees to leading edge neuroscience research presented by leading URM scientists and otherrenowned neuroscientists at MBL, especially as it relates to topics relevant to the strategic priorities of theNational Institute of Mental Health.","1995","2024-05-26 14:29:29","2024-05-26 14:29:29","2023-12-14","","","","","","","","","","","","","","","","","","GRANTS:12141341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KM667PLJ","journalArticle","2013","Chrastil, Elizabeth R.; Warren, William H.","Active and Passive Spatial Learning in Human Navigation: Acquisition of Survey Knowledge","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION","","0278-7393","10.1037/a0032382","","It seems intuitively obvious that active exploration of a new environment would lead to better spatial learning than would passive visual exposure. It is unclear, however, which components of active learning contribute to spatial knowledge, and previous literature is decidedly mixed. This experiment tests the contributions of 4 components to metric survey knowledge: visual, vestibular, and podokinetic information and cognitive decision making. In the learning phase, 6 groups of participants learned the locations of 8 objects in a virtual hedge maze by (a) walking, (b) being pushed in a wheelchair, or (c) watching a video, crossed with (1) making decisions about their path or (2) being guided through the maze. In the test phase, survey knowledge was assessed by having participants walk a novel shortcut from a starting object to the remembered location of a test object, with the maze removed. Performance was slightly better than chance in the passive video condition. The addition of vestibular information did not improve performance in the wheelchair condition, but the addition of podokinetic information significantly, improved angular accuracy in the walking condition. In contrast, there was no effect of decision making in any condition. The results indicate that visual and podokinetic information significantly contribute to survey knowledge, whereas vestibular information and decision making do not. We conclude that podokinetic information is the primary component of active learning for the acquisition of metric survey knowledge.","2013-09","2024-05-26 14:29:29","2024-05-26 14:29:29","2013-09-01","1520-1537","","5","39","","","","","","","","","","","","","","WOS:000323866100014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFA3UXIH","journalArticle","2021","Simoes, Elisabeth; Sokolov, Alexander N.; Hahn, Markus; Fallgatter, Andreas J.; Brucker, Sara Y.; Wallwiener, Diethelm; Pavlova, Marina A.","How Negative Is Negative Information","FRONTIERS IN NEUROSCIENCE","","1662-453X","10.3389/fnins.2021.742576","","Daily, we face a plenty of negative information that can profoundly affect our perception and behavior. During devastating events such as the current COVID-19 pandemic, negative messages may hinder reasoning at individual level and social decisions in the society at large. These effects vary across genders in neurotypical populations (being more evident in women) and may be even more pronounced in individuals with neuropsychiatric disorders such as depression. Here, we examine how negative information impacts reasoning on a social perception task in females with breast cancer, a life-threatening disease. Two groups of patients and two groups of matched controls (N-TOTAL = 80; median age, 50 years) accomplished a psychometrically standardized social cognition and reasoning task receiving either the standard instruction solely or additional negative information. Performance substantially dropped in patients and matched controls who received negative information compared to those who did not. Moreover, patients with negative information scored much lower not only compared with controls but also with patients without negative information. We suggest the effects of negative information are mediated by the distributed brain networks involved in affective processing and emotional memory. The findings offer novel insights on the impact of negative information on social perception and decision making during life-threatening events, fostering better understanding of its neurobiological underpinnings.","2021-09-07","2024-05-26 14:29:29","2024-05-26 14:29:29","2021-09-29","","","","15","","","","","","","","","","","","","","WOS:000697377100001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
